UAI,Secteur,Nombre d'élèves,Latitude WGS84,Longitude WGS84,Niveau
0340255T,PUBLIC,66,43.5360429607753,3.4987397295728,École
0340256U,PUBLIC,18,43.7871346089248,4.03038053858247,École
0340257V,PUBLIC,20,43.6766228676454,3.11733763275997,École
0340259X,PUBLIC,139,43.6218777402458,4.06753044538274,École
0340262A,PUBLIC,119,43.3291054904605,3.04416981497584,École
0340263B,PUBLIC,214,43.3267906743882,3.04878027763585,École
0340266E,PUBLIC,16,43.6746707414658,2.97654964523753,École
0342028V,PUBLIC,151,43.6421298652221,3.92189011188335,École
0341807E,PUBLIC,84,43.5109171332032,3.36807945547318,École
0342082D,PUBLIC,63,43.5074033205292,3.45798956826478,École
0340298P,PUBLIC,29,43.3255484351783,2.71407034677201,École
0340305X,PUBLIC,155,43.6264481488284,3.43327949248935,École
0341842T,PUBLIC,88,43.6735381961185,3.77190991267926,École
0340314G,PUBLIC,24,43.4509542676691,3.28328051359802,École
0340316J,PUBLIC,46,43.4725663147254,2.7139397011487,École
0341178W,PRIVE,115,43.5589804891146,3.72117005390037,École
0341680S,PUBLIC,126,43.727840874004,4.08003207092364,École
0341372G,PUBLIC,189,43.5570177849711,3.78329004881642,École
0340335E,PUBLIC,11,43.4037071225304,2.63158058601295,École
0340352Y,PUBLIC,194,43.4495187699634,3.75410991805191,École
0341180Y,PRIVE,228,43.4468644310731,3.75180792578972,École
0341779Z,PUBLIC,159,43.4277340951208,3.72716043362366,École
0340364L,PUBLIC,409,43.6545880590668,3.55056014909678,École
0342396V,PUBLIC,204,43.6491363735472,3.83344954846831,École
0340378B,PUBLIC,44,43.675226758794,3.47674048250588,École
0341906M,PUBLIC,238,43.6286173085361,3.79771853477415,École
0342345P,PUBLIC,417,43.6214491848295,3.80724047928524,École
0342477H,PUBLIC,208,43.6220270417167,3.7859775265774,École
0340380D,PUBLIC,89,43.5987633947963,3.07951012038169,École
0341441G,PUBLIC,41,43.5989030850581,3.0779552931867,École
0341398K,PUBLIC,96,43.5687245933954,3.91218997400715,École
0342232S,PUBLIC,74,43.8339589112687,3.88469942607966,École
0341723N,PUBLIC,84,43.694748164656,3.16438994521361,École
0340283Y,PUBLIC,40,43.8626839501125,3.3188974238856,École
0341338V,PUBLIC,147,43.6475038749382,3.94182988539663,École
0341559K,PUBLIC,96,43.7268518906232,3.81786821582343,École
0341401N,PUBLIC,115,43.2731166060488,3.17124998458354,École
0341251A,PUBLIC,139,43.4942310580271,3.43648978294956,École
0340411M,PUBLIC,64,43.7316552448147,3.32059995684177,École
0341442H,PUBLIC,266,43.6727413597081,4.13543022246691,École
0341187F,PRIVE,458,43.6745706310518,4.13364018670961,École
0340425C,PUBLIC,184,43.369390207437,3.15931944454034,École
0340427E,PUBLIC,75,43.4860422152412,3.30891029568615,École
0340429G,PUBLIC,212,43.3595351780583,3.52806044039972,École
0341189H,PRIVE,106,43.6166383992786,4.00538962357557,École
0341443J,PUBLIC,87,43.3567072068008,3.12057961016126,École
0341253C,PUBLIC,202,43.5071852662901,3.7996797777415,École
0341190J,PRIVE,98,43.4811188109611,3.48132996051867,École
0341685X,PUBLIC,196,43.6418703470082,3.69616026374921,École
0340474F,PUBLIC,125,43.6113310794146,3.86586938149531,École
0341193M,PRIVE,107,43.6172394695511,3.89211045456748,École
0340537Z,PUBLIC,146,43.6004431974993,3.86858014461415,École
0341859L,PUBLIC,250,43.5951576404495,3.87072000008594,École
0342178H,PUBLIC,242,43.6042731033791,3.89439034453056,École
0340522H,PUBLIC,284,43.6173404639602,3.83863039063796,École
0340978D,PUBLIC,124,43.6249487343369,3.81434041497086,École
0341304H,PUBLIC,64,43.6399281492457,3.81973969775726,École
0342412M,PUBLIC,304,43.6404206847211,3.83729151383055,École
0341681T,PUBLIC,214,43.6279349487975,3.81965004742444,École
0341376L,PUBLIC,190,43.5930348890393,3.86837021651594,École
0341639X,PUBLIC,127,43.5885950714556,3.86443947612894,École
0341925H,PUBLIC,142,43.6157241227284,3.83878015281123,École
0341874C,PUBLIC,148,43.612127467088,3.90754984220243,École
0342450D,PUBLIC,261,43.5970097332171,3.90320145474392,École
0340545H,PUBLIC,148,43.5953247165561,3.87142947385478,École
0342248J,PUBLIC,331,43.5909242468585,3.84620949435653,École
0341936V,PUBLIC,186,43.6238807398754,3.81840050490982,École
0341690C,PUBLIC,77,43.6088869732068,3.88841036750311,École
0341212H,PRIVE,214,43.6173537148547,3.83093057727415,École
0341911T,PUBLIC,218,43.6234410459939,3.81776003275038,École
0341642A,PUBLIC,185,43.6414105958772,3.85680013478008,École
0340538A,PUBLIC,49,,,École
0340547K,PUBLIC,78,43.6187970343112,3.89079948656845,École
0342231R,PUBLIC,237,43.6041083154713,3.90732022722574,École
0340535X,PUBLIC,162,43.5983251531763,3.88230007117564,École
0342317J,PUBLIC,458,43.5848856905033,3.85642055725672,École
0340518D,PUBLIC,316,43.6265994946244,3.86449941918628,École
0341216M,PRIVE,407,43.6195286098698,3.88307952788558,École
0340966R,PUBLIC,146,43.6980214461799,3.50232034778471,École
0341489J,PUBLIC,115,43.6477334712348,4.03865059808553,École
0340555U,PUBLIC,144,43.6475296453073,4.03785008062176,École
0341409X,PUBLIC,182,43.6048068999004,3.4363205892241,École
0340564D,PUBLIC,152,43.4206296109803,3.40639957314956,École
0341599D,PUBLIC,35,43.5569744535395,2.91567947484139,École
0340577T,PUBLIC,49,43.2860504513555,2.72328958409542,École
0340589F,PUBLIC,218,43.566063903259,3.95243045663132,École
0341662X,PUBLIC,72,43.4577646099402,3.41539006128171,École
0342230P,PUBLIC,195,43.5807452656474,3.7500104320443,École
0341722M,PUBLIC,192,43.3892736634339,3.49608950113954,École
0341083T,PUBLIC,89,43.4859286113732,3.28156971164599,École
0340626W,PUBLIC,24,43.5237003774264,2.83125249832161,École
0340660H,PUBLIC,320,43.6382892304171,3.96887986327528,École
0340663L,PUBLIC,145,43.7698786926313,3.95628278498541,École
0341403R,PUBLIC,138,43.6642899696995,4.03291999418906,École
0340673X,PUBLIC,246,43.6857513088997,3.85068024632137,École
0340675Z,PUBLIC,232,43.7328096743615,3.98131019858112,École
0341640Y,PUBLIC,124,43.7797234627973,3.91697175590791,École
0341084U,PUBLIC,129,43.6643308270349,3.45809938438213,École
0341309N,PUBLIC,146,43.6938652223034,3.80065971375354,École
0341716F,PUBLIC,119,43.6945294738965,3.80576003365247,École
0341560L,PUBLIC,82,43.6971756179295,4.02996939552634,École
0341222U,PRIVE,166,43.6079410196597,3.78638886850493,École
0340697Y,PUBLIC,22,43.7566697578417,4.01272046013249,École
0341233F,PRIVE,35,43.7016232085823,3.55252043259832,École
0341561M,PUBLIC,98,43.5669868749165,3.82621952726633,École
0341235H,PRIVE,77,43.5244491107141,3.51904001620543,École
0340730J,PUBLIC,85,43.7315986087403,4.10376006559005,École
0340742X,PUBLIC,97,43.761932118892,4.05599022059229,École
0340751G,PUBLIC,143,43.4246240575674,3.30375563320145,École
0340752H,PUBLIC,127,43.406380491074,3.6927895909707,École
0340764W,PUBLIC,217,43.4082780468865,3.69347016059344,École
0340769B,PUBLIC,125,43.4103380223058,3.67529005848634,École
0340983J,PUBLIC,73,43.4076668025844,3.68262327428737,École
0341239M,PRIVE,262,43.402204217704,3.69307001951338,École
0340778L,PUBLIC,111,43.7677838914456,3.34952999615243,École
0341453V,PUBLIC,139,43.6829718222728,3.92910046261528,École
0341037T,PUBLIC,149,43.4233262878556,3.16977021365141,École
0341360U,PUBLIC,156,43.4447582370346,3.38711741695304,École
0340796F,PUBLIC,68,43.8445509752645,3.94413381954101,École
0340800K,PUBLIC,80,43.8001692444406,3.87434972686505,École
0340805R,PUBLIC,142,43.4176741017002,3.36633047035198,École
0341580H,PUBLIC,107,43.4892768677603,3.79365959914279,École
0341255E,PUBLIC,250,43.533629848628,3.8621196361864,École
0342140S,PUBLIC,72,43.5003490841483,3.59833061226932,École
0480134K,PUBLIC,59,44.5341210207544,3.54499028376256,École
0480213W,PUBLIC,63,44.515807591865,3.25702963043898,École
0480539A,PRIVE,22,44.5600996217373,3.5010902564825,École
0480336E,PUBLIC,25,44.8174514673028,3.12158958271239,École
0480343M,PUBLIC,17,44.1781978284356,3.71935049664444,École
0480057B,PUBLIC,52,44.3724444717803,3.53377976081692,École
0480582X,PUBLIC,79,44.4310292074049,3.21510021848828,École
0480659F,PUBLIC,108,44.7306564818653,3.85645668251168,École
0480552P,PRIVE,81,44.7281497417843,3.85542961863497,École
0480554S,PRIVE,58,44.8562356828612,3.3301398818135,École
0480278S,PUBLIC,31,44.191180474193,3.20656992560498,École
0480556U,PRIVE,175,44.5545598471454,3.29184984637365,École
0480103B,PUBLIC,230,44.5530820705735,3.28998139108819,École
0480205M,PUBLIC,89,44.518741846008,3.50275048420653,École
0480559X,PRIVE,97,44.5240554727511,3.51457999228832,École
0480687L,PRIVE,214,44.5168118941829,3.50310951716527,École
0480492Z,PUBLIC,55,44.5228379283269,3.51408946854635,École
0480668R,PUBLIC,180,44.5189350623041,3.50341656806856,École
0480157K,PUBLIC,41,44.4892948911414,3.73835013612859,École
0480286A,PUBLIC,16,44.6687060075642,3.48742899709761,École
0480221E,PUBLIC,26,44.6627731041918,3.04591937745328,École
0480581W,PUBLIC,48,44.7218628040021,3.29082555592388,École
0480404D,PUBLIC,13,44.6900448113763,3.23879020495198,École
0480237X,PUBLIC,21,44.4748518547592,3.98596961732713,École
0480089L,PUBLIC,4,,,École
0480258V,PUBLIC,19,44.825637845737,3.33874004935407,École
0480273L,PUBLIC,36,44.7663657221634,3.32554053195523,École
0480290E,PUBLIC,52,44.4799298177967,3.49584673889989,École
0480300R,PUBLIC,60,44.8069471082715,3.27123045612863,École
0480408H,PUBLIC,11,44.1893796377957,3.72064048893708,École
0480435M,PUBLIC,22,44.2161756654189,3.8082702851861,École
0480438R,PUBLIC,27,44.4779738079526,3.17373405118965,École
0480380C,PUBLIC,28,44.2784458778914,3.83487986660753,École
0660142W,PUBLIC,87,42.5457547037787,3.02470408646693,École
0660465X,PUBLIC,160,42.6021281033599,2.89549391366337,École
0660263C,PUBLIC,76,42.698279904985,2.82144640895401,École
0660094U,PUBLIC,17,42.7177803572441,2.60678050405521,École
0660660J,PUBLIC,89,42.684607426746,2.94022276589822,École
0660389P,PUBLIC,75,42.7787374852742,2.78752723096725,École
0660180M,PUBLIC,137,42.4937360795007,2.74327781525226,École
0660560A,PUBLIC,247,42.4861653494675,2.75124066497585,École
0660405G,PUBLIC,54,42.4605178818045,1.91144310220029,École
0660641N,PUBLIC,58,42.5248011269247,2.93512520288929,École
0660248L,PUBLIC,168,42.6082240988251,3.00465279885022,École
0660712R,PUBLIC,59,42.4645810069745,1.8904835150683,École
0660547L,PUBLIC,162,42.7885076902783,3.03515372649475,École
0660713S,PUBLIC,267,42.5233919750652,2.83290037089057,École
0660337H,PUBLIC,51,42.810069249366,2.59192572900701,École
0660195D,PUBLIC,43,42.6678077725848,2.34778482451536,École
0660133L,PUBLIC,42,42.5545244096653,2.26832015969162,École
0660744A,PUBLIC,86,42.5802601738366,2.92618451938765,École
0660417V,PUBLIC,21,42.4158189838873,1.9652001585091,École
0660362K,PUBLIC,124,42.5792416262376,2.81335139896331,École
0660225L,PUBLIC,80,42.6893182355277,2.91112516781634,École
0660530T,PRIVE,413,42.6972084778821,2.88041963206478,École
0660734P,PUBLIC,372,42.7074023070059,2.889420250638,École
0660312F,PUBLIC,120,42.7054909688941,2.90555607421595,École
0930734T,PUBLIC,281,48.9258309493496,2.48672911600748,École
0930735U,PUBLIC,267,48.9252694470506,2.48601818073287,École
0931080U,PUBLIC,149,48.9500772586957,2.51018568640392,École
0930769F,PUBLIC,301,48.9235517518465,2.48936903091377,École
0931554J,PUBLIC,131,48.9588313867488,2.49647325034847,École
0930741A,PUBLIC,257,48.9231523546853,2.50760475399499,École
0931136E,PRIVE,469,48.9497882413007,2.48962070496612,École
0930747G,PUBLIC,172,48.9483986260912,2.4918898494033,École
0930843L,PUBLIC,218,48.9484523103264,2.51195405922939,École
0931081V,PUBLIC,207,48.9567380166859,2.49499962310781,École
0930407M,PUBLIC,149,48.8772502187684,2.43188968467822,École
0930427J,PUBLIC,156,48.8689001561855,2.41789844848651,École
0930422D,PUBLIC,146,48.8676527770084,2.42553001085997,École
0930335J,PUBLIC,249,48.8779544309123,2.43265645933999,École
0930559C,PUBLIC,169,48.8713246747412,2.42438932580622,École
0931245Y,PUBLIC,291,48.8738280782303,2.42506788700246,École
0931250D,PUBLIC,316,48.910933223801,2.44904973373367,École
0932589J,PUBLIC,207,48.9076733521511,2.46373360902727,École
0930186X,PUBLIC,229,48.9097580629336,2.43538495254062,École
0930563G,PUBLIC,185,48.9125671310382,2.42660330435051,École
0930180R,PUBLIC,235,48.9101423442585,2.46765787239174,École
0931247A,PUBLIC,157,48.9007684791984,2.43937552767427,École
0931628P,PUBLIC,90,48.9067363228296,2.45280622968754,École
0930408N,PUBLIC,214,48.9113425893922,2.44928552624381,École
0930484W,PUBLIC,235,48.9139027665699,2.4212168585741,École
0930549S,PUBLIC,238,48.9125671310382,2.42660330435051,École
0930327A,PUBLIC,264,48.9122496440777,2.48062105431931,École
0930473J,PUBLIC,171,48.9121791986334,2.48117432724854,École
0932265G,PUBLIC,235,48.8975967486449,2.47430329684648,École
0930684N,PUBLIC,304,48.9009922184463,2.53303879432443,École
0930881C,PUBLIC,101,48.9084219636416,2.53831051118626,École
0930802S,PUBLIC,130,48.9084219636416,2.53831051118626,École
0930880B,PUBLIC,123,48.9106666817515,2.54800049256927,École
0932068T,PUBLIC,142,48.8987034808657,2.53303477140857,École
0930839G,PUBLIC,109,48.9084219636416,2.53831051118626,École
0931506G,PUBLIC,121,48.9142487522046,2.57915992808747,École
0930420B,PUBLIC,238,48.9192232033537,2.46277538311999,École
0930511A,PUBLIC,105,48.9161286175545,2.45006311725662,École
0932340N,PUBLIC,246,48.9262965943098,2.4260302949154,École
0932289H,PUBLIC,208,48.9215404112832,2.43974398161044,École
0932449G,PUBLIC,323,48.927141432955,2.43730351547071,École
0930197J,PUBLIC,340,48.9264747657751,2.45021989019393,École
0932625Y,PUBLIC,255,48.9290777790141,2.42992210466683,École
0930389T,PUBLIC,217,48.9506148371073,2.41615641417557,École
0930508X,PUBLIC,85,48.9559457470276,2.31519867980133,École
0931581N,PUBLIC,186,48.9571608284403,2.31475525332747,École
0930977G,PUBLIC,199,48.9544896118452,2.32515324376902,École
0932567K,PUBLIC,162,48.9487278400148,2.33332998891128,École
0931818W,PUBLIC,271,48.9524904723313,2.31075867768027,École
0930989V,PUBLIC,305,48.8878277451418,2.52719872797409,École
0930813D,PUBLIC,127,48.876809772969,2.56379522419546,École
0930816G,PUBLIC,198,48.8676284173473,2.56771222492915,École
0930400E,PUBLIC,246,48.9213206470214,2.38748829948344,École
0932565H,PUBLIC,127,48.9219145147179,2.41306822158455,École
0932703H,PUBLIC,236,48.9343468779545,2.40155510511877,École
0930497K,PUBLIC,164,48.9223436434234,2.40853002977246,École
0931996P,PUBLIC,304,48.9278020633809,2.39354263854179,École
0930233Y,PUBLIC,289,48.9232232378731,2.40964178891699,École
0930781U,PUBLIC,171,48.9463094183057,2.4473288369401,École
0930784X,PUBLIC,107,48.9483863905251,2.44940526827567,École
0930845N,PUBLIC,201,48.9400167810302,2.45370793652694,École
0930479R,PUBLIC,118,48.8841168177333,2.40927104057679,École
0930198K,PUBLIC,276,48.8840509459977,2.40795178233668,École
0931303L,PUBLIC,273,48.8835670733671,2.40269367256775,École
0930673B,PUBLIC,326,48.9006136068765,2.51962118293502,École
0931101S,PRIVE,229,48.8953721361564,2.51909124068355,École
0931519W,PUBLIC,314,48.8949706325583,2.52597999077348,École
0930382K,PUBLIC,368,48.8837052403404,2.42316839216993,École
0931479C,PUBLIC,298,48.8819214613106,2.4195460156276,École
0932871R,PUBLIC,192,48.9085309039996,2.49766656160864,École
0931771V,PUBLIC,394,48.9144436710133,2.50087183665247,École
0930990W,PUBLIC,226,48.9205876117194,2.32759343719531,École
0930697C,PUBLIC,375,48.9253307886448,2.54406011261936,École
0930805V,PUBLIC,360,48.9200612491762,2.52695908412551,École
0931570B,PUBLIC,219,48.916828611191,2.54633551668992,École
0930803T,PUBLIC,305,48.9268894321639,2.54198841236209,École
0932626Z,PUBLIC,215,48.9325710628097,2.54434880313452,École
0931113E,PRIVE,210,48.8997450966756,2.56609241455683,École
0930416X,PUBLIC,123,48.85611607458,2.45792266329264,École
0932590K,PUBLIC,220,48.8608813359075,2.43815411765793,École
0932720B,PUBLIC,278,48.854748384494,2.42595712443383,École
0930346W,PUBLIC,167,48.8592036476753,2.43083387982638,École
0930353D,PUBLIC,255,48.8634090853425,2.44580654816881,École
0930384M,PUBLIC,254,48.8563412793735,2.45840142779096,École
0930439X,PUBLIC,199,48.8747626705208,2.45470731988427,École
0930486Y,PUBLIC,203,48.8557881690348,2.43907175242132,École
0930492E,PUBLIC,221,48.8733453850332,2.4640788660594,École
0930462X,PUBLIC,201,48.8683439886088,2.44586037820117,École
0930467C,PUBLIC,115,48.8666036065169,2.43239021083825,École
0930545M,PUBLIC,216,48.8629882701281,2.47126662835301,École
0930855Z,PUBLIC,92,48.8637189056151,2.52519704620546,École
0931067E,PUBLIC,86,48.8651856924753,2.52951844503587,École
0931562T,PUBLIC,65,48.865648162054,2.53163668690988,École
0930821M,PUBLIC,215,48.8579202929022,2.52936870595285,École
0930986S,PUBLIC,256,48.8572512755557,2.53468062118252,École
0931292Z,PUBLIC,204,48.8651856924753,2.52951844503587,École
0931296D,PUBLIC,229,48.8535600745705,2.56942889618792,École
0932708N,PUBLIC,235,48.8447219042906,2.56659141159689,École
0930826T,PUBLIC,163,48.8478944141395,2.55521800082001,École
0932705K,PUBLIC,199,48.843467449868,2.54153475950769,École
0931624K,PUBLIC,227,48.8378982656002,2.57452564266511,École
0931886V,PUBLIC,206,48.8389097800874,2.5537237719843,École
0931991J,PUBLIC,140,48.8402481142998,2.55933117733696,École
0932707M,PUBLIC,159,48.8447219042906,2.56659141159689,École
0930455P,PUBLIC,115,48.8939998327123,2.45922765348487,École
0932628B,PUBLIC,315,48.8940068540928,2.44893152118717,École
0931103U,PRIVE,307,48.891484905421,2.41383676406294,École
0931300H,PUBLIC,245,48.9148608013703,2.41149133210088,École
0930173H,PUBLIC,198,48.9109497687413,2.41369667991384,École
0930226R,PUBLIC,269,48.890382475128,2.41551983842359,École
0930374B,PUBLIC,414,48.8970758952718,2.40182259313582,École
0931964E,PUBLIC,307,48.8966603840821,2.40669811434372,École
0930444C,PUBLIC,124,48.9573226190806,2.36031547230119,École
0930469E,PUBLIC,179,48.8783861221608,2.44087905626544,École
0931063A,PUBLIC,200,48.8920887138265,2.43601026634776,École
0930188Z,PUBLIC,245,48.8748949564863,2.44436047696254,École
0932681J,PUBLIC,166,48.8839861322001,2.42810574178685,École
0930585F,PUBLIC,247,48.8690478289821,2.49646732620068,École
0931579L,PUBLIC,256,48.8769789829565,2.46919668034764,École
0932819J,PUBLIC,265,48.8798470445656,2.47145953308207,École
0930474K,PUBLIC,249,48.8659443784669,2.49266685037811,École
0930341R,PUBLIC,468,48.8803872200439,2.48563347827526,École
0930525R,PUBLIC,164,48.9373809923743,2.34975225635493,École
0931468R,PUBLIC,148,48.9262424824376,2.37305679609684,École
0932665S,PUBLIC,130,48.9139918764531,2.36462073384842,École
0930521L,PUBLIC,234,48.9413964879645,2.37913062416989,École
0932244J,PUBLIC,125,48.9381531653719,2.34754347867488,École
0930306C,PUBLIC,302,48.9387737461293,2.35804957235634,École
0930490C,PUBLIC,165,48.9374769495897,2.37402571939864,École
0930505U,PUBLIC,136,48.9083479777175,2.36025434081271,École
0932611H,PUBLIC,65,48.9098900042005,2.35617242477109,École
0932612J,PUBLIC,109,48.9327394614358,2.34293513569365,École
0930284D,PUBLIC,186,48.9186129475111,2.33569031476775,École
0930409P,PUBLIC,185,48.905455463405,2.32512324025089,École
0932870P,PUBLIC,251,48.906635806108,2.34250477552858,École
0930183U,PUBLIC,256,48.9037037218726,2.32770376689082,École
0932051Z,PUBLIC,251,48.9036908913014,2.33571977851026,École
0931091F,PRIVE,307,48.9384587439084,2.52766268799917,École
0931751Y,PUBLIC,129,48.9482955986408,2.52171206159089,École
0932632F,PUBLIC,164,48.9340242654016,2.53082456346121,École
0931756D,PUBLIC,289,48.9404370112065,2.53778063465715,École
0932823N,PUBLIC,237,48.9294663416147,2.52433637448825,École
0931313X,PUBLIC,231,48.9356715528111,2.51965507780843,École
0931889Y,PUBLIC,125,48.9443579587235,2.547721362682,École
0930202P,PUBLIC,236,48.9643018899434,2.38071724456729,École
0930543K,PUBLIC,241,48.9546853272513,2.37554729153992,École
0931015Y,PUBLIC,183,48.9500067237243,2.37681455774584,École
0930500N,PUBLIC,156,48.9503780387226,2.38113837883009,École
0931072K,PUBLIC,175,48.9500067237243,2.37681455774584,École
0931536P,PUBLIC,112,48.9503766042167,2.38839404767016,École
0930721D,PUBLIC,256,48.9575848946291,2.57291274845986,École
0930719B,PUBLIC,324,48.9811390012363,2.55444938243238,École
0931318C,PUBLIC,324,48.9623619888126,2.57577966958142,École
0930792F,PUBLIC,236,48.9460006014527,2.58570194338364,École
0930810A,PUBLIC,205,48.9292018405412,2.56824881353724,École
0931777B,PUBLIC,206,48.9363570631111,2.58212329270379,École
0930706M,PUBLIC,310,48.9322942414905,2.56694697896371,École
0931719N,PUBLIC,115,48.8825571175503,2.50959899759739,École
0930154M,PUBLIC,303,48.8899856014649,2.50439301692095,École
0930726J,PUBLIC,337,48.9597047019641,2.53225615894252,École
0932028Z,PUBLIC,216,48.9583908715562,2.55035093836298,École
0931911X,PUBLIC,315,48.9585120288835,2.55973687436079,École
0930709R,PUBLIC,290,48.9580585370903,2.53908515178896,École
0932765A,PUBLIC,339,48.9539100112227,2.52998290297312,École
0931423S,PUBLIC,212,48.962163245771,2.34201155170403,École
0931424T,PUBLIC,314,48.9626228575512,2.34235535729977,École
0941841R,PUBLIC,124,48.8049840778115,2.41397564018358,École
0941133W,PUBLIC,305,48.7853567981878,2.4253159504761,École
0940758N,PUBLIC,91,48.7916123401715,2.42686009431307,École
0940435M,PUBLIC,99,48.8007984382923,2.34389473061201,École
0940418U,PUBLIC,108,48.8032833800835,2.33492768656021,École
0940242C,PUBLIC,259,48.8113455732841,2.33170918383168,École
0941316V,PUBLIC,210,48.7991939110196,2.33867203417232,École
0941755X,PUBLIC,149,48.7580827378891,2.49680576601442,École
0941396G,PUBLIC,100,48.7526657336649,2.53919276449455,École
0941402N,PUBLIC,187,48.7544529792681,2.50267348439372,École
0941448N,PUBLIC,87,48.7544529792681,2.50267348439372,École
0941697J,PUBLIC,141,48.7580827378891,2.49680576601442,École
0940781N,PUBLIC,110,48.768938387128,2.47870548581728,École
0940954B,PUBLIC,296,48.7667804592608,2.47947535020081,École
0940498F,PUBLIC,156,48.7887548213955,2.32457068409847,École
0940555T,PUBLIC,332,48.7869617917314,2.33328870097541,École
0941501W,PUBLIC,185,48.7991779833206,2.32536149783942,École
0940351W,PUBLIC,367,48.812900445751,2.54635723306104,École
0940235V,PUBLIC,398,48.8129637851255,2.54693270969349,École
0941250Y,PUBLIC,166,48.8062810820571,2.55232820332807,École
0941249X,PUBLIC,121,48.8062810820571,2.55232820332807,École
0941375J,PUBLIC,390,48.8169611446415,2.52055390540852,École
0941457Y,PUBLIC,363,48.8191347242419,2.49537221567715,École
0940199F,PUBLIC,324,48.822571698486,2.50735199456666,École
0940777J,PUBLIC,236,48.8106032637509,2.53738995378087,École
0941317W,PUBLIC,213,48.8222046800835,2.41364316399275,École
0941917Y,PUBLIC,202,48.8243379925885,2.39700451207727,École
0941363W,PUBLIC,136,48.8199042650345,2.41902427321684,École
0941376K,PUBLIC,218,48.8267809899962,2.40190041127447,École
0941511G,PUBLIC,71,48.7988261877585,2.55378625213097,École
0942199E,PUBLIC,300,48.7848276371294,2.52722970155264,École
0940801K,PUBLIC,147,48.8011551480954,2.5467384791853,École
0941341X,PUBLIC,61,48.8040790619686,2.55609404640514,École
0941916X,PUBLIC,71,48.768525136092,2.3618634445125,École
0940170Z,PUBLIC,290,48.7739566219181,2.35714727504694,École
0940377Z,PUBLIC,319,48.768321264198,2.4169969385556,École
0940349U,PUBLIC,313,48.7638599098873,2.4225010126886,École
0941699L,PUBLIC,133,48.7675259616415,2.40980962352788,École
0940968S,PRIVE,354,48.7634452881265,2.40581646097608,École
0940762T,PUBLIC,62,48.7827480195322,2.47096777819214,École
0941445K,PUBLIC,73,48.784602934674,2.45091043073091,École
0942094R,PUBLIC,187,48.7692210358834,2.46835095960416,École
0940970U,PRIVE,347,48.7957306284303,2.46106860604767,École
0940465V,PUBLIC,256,48.7852970762514,2.46273886143052,École
0940562A,PUBLIC,111,48.7791282649488,2.4716536198079,École
0942147Y,PUBLIC,264,48.7846966548175,2.44298274378056,École
0940197D,PUBLIC,168,48.8034298462998,2.45383830891098,École
0941387X,PUBLIC,182,48.7877662829979,2.44821206645939,École
0942240Z,PUBLIC,348,48.76969975741,2.45562266586197,École
0942363H,PUBLIC,211,48.7811043145627,2.46299297563429,École
0940490X,PUBLIC,185,48.7927381984054,2.46403437032055,École
0941318X,PUBLIC,247,48.7768427360302,2.46134939321823,École
0941451S,PUBLIC,191,48.7915381154228,2.44427908735104,École
0942148Z,PUBLIC,366,48.7852970762514,2.46273886143052,École
0940487U,PUBLIC,164,48.8470030855758,2.4641303753597,École
0941486E,PUBLIC,262,48.8508186621894,2.48368496481814,École
0941621B,PUBLIC,114,48.8581930481793,2.48572310633346,École
0940353Y,PUBLIC,256,48.8470430417138,2.46401550049079,École
0941367A,PUBLIC,90,48.8573543365652,2.47977536168181,École
0940352X,PUBLIC,214,,,École
0940232S,PUBLIC,212,48.7589212858226,2.31780512539202,École
0940426C,PUBLIC,215,48.762394993566,2.33037950193511,École
0942343L,PUBLIC,152,48.7521163618289,2.32799222112683,École
0940445Y,PUBLIC,95,48.815294600245,2.33830578467124,École
0940471B,PUBLIC,128,48.8056586047249,2.38724678948255,École
0941900E,PUBLIC,160,48.8149776576241,2.39868703304585,École
0942487T,PUBLIC,413,48.8156563096393,2.40309842510997,École
0940249K,PUBLIC,178,48.8102687505295,2.39145070711352,École
0940771C,PUBLIC,341,48.8120421500539,2.37709474130899,École
0942022M,PUBLIC,213,48.8128988353813,2.46867508847472,École
0940458M,PUBLIC,188,48.8230734759731,2.47520181169841,École
0942038E,PUBLIC,215,48.8177830426779,2.47800064827217,École
0941623D,PUBLIC,107,48.8117384876274,2.57373819613556,École
0941263M,PUBLIC,213,48.7674594346015,2.3252245000825,École
0940381D,PUBLIC,324,48.7708041189995,2.3288483300415,École
0940675Y,PUBLIC,156,48.7495889746692,2.49732013720413,École
0941337T,PUBLIC,355,48.7428387427837,2.50031171181915,École
0941542R,PUBLIC,283,48.8007694287525,2.44079887194267,École
0940493A,PUBLIC,134,48.8080474394321,2.43586110474384,École
0940679C,PUBLIC,346,48.6997427625036,2.53873807762884,École
0940994V,PRIVE,222,48.8376932874668,2.48717879485751,École
0941538L,PUBLIC,324,48.8330366372237,2.48492777065218,École
0942218A,PUBLIC,322,48.8356817927145,2.49063174904216,École
0940190W,PUBLIC,124,48.7425860970697,2.39602961215751,École
0940343M,PUBLIC,261,48.7479264360379,2.40434326595876,École
0942081B,PUBLIC,339,48.7480673256762,2.40934815345237,École
0940318K,PUBLIC,252,48.7446179506554,2.39603467237493,École
0940541C,PUBLIC,122,48.7492700484463,2.41707227938411,École
0941110W,PUBLIC,147,48.789507639681,2.54756244033572,École
0940682F,PUBLIC,243,48.7820804108605,2.53328638003344,École
0942132G,PUBLIC,123,48.7516311191451,2.35083610643738,École
